preamble,stimulus,item,category,feature
An ostrich,is very lightweight.,ostrich,bird,13
A titmouse,is very lightweight.,titmouse,bird,13
An emu,is very lightweight.,emu,bird,13
A penguin,is very lightweight.,penguin,bird,13
A bat,is very lightweight.,bat,bird,13
Football,is physical.,football,sport,1
Baseball,is physical.,baseball,sport,1
Basketball,is physical.,basketball,sport,1
Tennis,is physical.,tennis,sport,1
Softball,is physical.,softball,sport,1
Canoeing,is physical.,canoeing,sport,1
Handball,is physical.,handball,sport,1
Rugby,is physical.,rugby,sport,1
Hockey,is physical.,hockey,sport,1
Ice hockey,is physical.,ice hockey,sport,1
Swimming,is physical.,swimming,sport,1
Track,is physical.,track,sport,1
Boxing,is physical.,boxing,sport,1
Volleyball,is physical.,volleyball,sport,1
Lacrosse,is physical.,lacrosse,sport,1
Skiing,is physical.,skiing,sport,1
Golf,is physical.,golf,sport,1
Polo,is physical.,polo,sport,1
Surfing,is physical.,surfing,sport,1
Wrestling,is physical.,wrestling,sport,1
Gymnastics,is physical.,gymnastics,sport,1
Cricket,is physical.,cricket,sport,1
Squash,is physical.,squash,sport,1
Badminton,is physical.,badminton,sport,1
Racing,is physical.,racing,sport,1
Pole vault,is physical.,pole vault,sport,1
Fencing,is physical.,fencing,sport,1
Bowling,is physical.,bowling,sport,1
Water skiing,is physical.,water skiing,sport,1
Ice skating,is physical.,ice skating,sport,1
Jai alai,is physical.,jai alai,sport,1
Skating,is physical.,skating,sport,1
Skindiving,is physical.,skindiving,sport,1
Sailing,is physical.,sailing,sport,1
Diving,is physical.,diving,sport,1
Archery,is physical.,archery,sport,1
Judo,is physical.,judo,sport,1
Car racing,is physical.,car racing,sport,1
Ping pong,is physical.,ping pong,sport,1
Rowing,is physical.,rowing,sport,1
Fishing,is physical.,fishing,sport,1
Horseback riding,is physical.,horseback riding,sport,1
Running,is physical.,running,sport,1
Horse racing,is physical.,horse racing,sport,1
Hiking,is physical.,hiking,sport,1
Weight lifting,is physical.,weight lifting,sport,1
Croquet,is physical.,croquet,sport,1
Horseshoes,is physical.,horseshoes,sport,1
Boating,is physical.,boating,sport,1
Pool,is physical.,pool,sport,1
Billiards,is physical.,billiards,sport,1
Hunting,is physical.,hunting,sport,1
Jump rope,is physical.,jump rope,sport,1
Camping,is physical.,camping,sport,1
Chess,is physical.,chess,sport,1
Dancing,is physical.,dancing,sport,1
Checkers,is physical.,checkers,sport,1
Cards,is physical.,cards,sport,1
Sunbathing,is physical.,sunbathing,sport,1
Football,is connected with the body.,football,sport,2
Baseball,is connected with the body.,baseball,sport,2
Basketball,is connected with the body.,basketball,sport,2
Tennis,is connected with the body.,tennis,sport,2
Softball,is connected with the body.,softball,sport,2
Canoeing,is connected with the body.,canoeing,sport,2
Handball,is connected with the body.,handball,sport,2
Rugby,is connected with the body.,rugby,sport,2
Hockey,is connected with the body.,hockey,sport,2
Ice hockey,is connected with the body.,ice hockey,sport,2
Swimming,is connected with the body.,swimming,sport,2
Track,is connected with the body.,track,sport,2
Boxing,is connected with the body.,boxing,sport,2
Volleyball,is connected with the body.,volleyball,sport,2
Lacrosse,is connected with the body.,lacrosse,sport,2
Skiing,is connected with the body.,skiing,sport,2
Golf,is connected with the body.,golf,sport,2
Polo,is connected with the body.,polo,sport,2
Surfing,is connected with the body.,surfing,sport,2
Wrestling,is connected with the body.,wrestling,sport,2
Gymnastics,is connected with the body.,gymnastics,sport,2
Cricket,is connected with the body.,cricket,sport,2
Squash,is connected with the body.,squash,sport,2
Badminton,is connected with the body.,badminton,sport,2
Racing,is connected with the body.,racing,sport,2
Pole vault,is connected with the body.,pole vault,sport,2
Fencing,is connected with the body.,fencing,sport,2
Bowling,is connected with the body.,bowling,sport,2
Water skiing,is connected with the body.,water skiing,sport,2
Ice skating,is connected with the body.,ice skating,sport,2
Jai alai,is connected with the body.,jai alai,sport,2
Skating,is connected with the body.,skating,sport,2
Skindiving,is connected with the body.,skindiving,sport,2
Sailing,is connected with the body.,sailing,sport,2
Diving,is connected with the body.,diving,sport,2
Archery,is connected with the body.,archery,sport,2
Judo,is connected with the body.,judo,sport,2
Car racing,is connected with the body.,car racing,sport,2
Ping pong,is connected with the body.,ping pong,sport,2
Rowing,is connected with the body.,rowing,sport,2
Fishing,is connected with the body.,fishing,sport,2
Horseback riding,is connected with the body.,horseback riding,sport,2
Running,is connected with the body.,running,sport,2
Horse racing,is connected with the body.,horse racing,sport,2
Hiking,is connected with the body.,hiking,sport,2
Weight lifting,is connected with the body.,weight lifting,sport,2
Croquet,is connected with the body.,croquet,sport,2
Horseshoes,is connected with the body.,horseshoes,sport,2
Boating,is connected with the body.,boating,sport,2
Pool,is connected with the body.,pool,sport,2
Billiards,is connected with the body.,billiards,sport,2
Hunting,is connected with the body.,hunting,sport,2
Jump rope,is connected with the body.,jump rope,sport,2
Camping,is connected with the body.,camping,sport,2
Chess,is connected with the body.,chess,sport,2
Dancing,is connected with the body.,dancing,sport,2
Checkers,is connected with the body.,checkers,sport,2
Cards,is connected with the body.,cards,sport,2
Sunbathing,is connected with the body.,sunbathing,sport,2
Football,is a human activity.,football,sport,3
Baseball,is a human activity.,baseball,sport,3
Basketball,is a human activity.,basketball,sport,3
Tennis,is a human activity.,tennis,sport,3
Softball,is a human activity.,softball,sport,3
Canoeing,is a human activity.,canoeing,sport,3
Handball,is a human activity.,handball,sport,3
Rugby,is a human activity.,rugby,sport,3
Hockey,is a human activity.,hockey,sport,3
Ice hockey,is a human activity.,ice hockey,sport,3
Swimming,is a human activity.,swimming,sport,3
Track,is a human activity.,track,sport,3
Boxing,is a human activity.,boxing,sport,3
Volleyball,is a human activity.,volleyball,sport,3
Lacrosse,is a human activity.,lacrosse,sport,3
Skiing,is a human activity.,skiing,sport,3
Golf,is a human activity.,golf,sport,3
Polo,is a human activity.,polo,sport,3
Surfing,is a human activity.,surfing,sport,3
Wrestling,is a human activity.,wrestling,sport,3
Gymnastics,is a human activity.,gymnastics,sport,3
Cricket,is a human activity.,cricket,sport,3
Squash,is a human activity.,squash,sport,3
Badminton,is a human activity.,badminton,sport,3
Racing,is a human activity.,racing,sport,3
Pole vault,is a human activity.,pole vault,sport,3
Fencing,is a human activity.,fencing,sport,3
Bowling,is a human activity.,bowling,sport,3
Water skiing,is a human activity.,water skiing,sport,3
Ice skating,is a human activity.,ice skating,sport,3
Jai alai,is a human activity.,jai alai,sport,3
Skating,is a human activity.,skating,sport,3
Skindiving,is a human activity.,skindiving,sport,3
Sailing,is a human activity.,sailing,sport,3
Diving,is a human activity.,diving,sport,3
Archery,is a human activity.,archery,sport,3
Judo,is a human activity.,judo,sport,3
Car racing,is a human activity.,car racing,sport,3
Ping pong,is a human activity.,ping pong,sport,3
Rowing,is a human activity.,rowing,sport,3
Fishing,is a human activity.,fishing,sport,3
Horseback riding,is a human activity.,horseback riding,sport,3
Running,is a human activity.,running,sport,3
Horse racing,is a human activity.,horse racing,sport,3
Hiking,is a human activity.,hiking,sport,3
Weight lifting,is a human activity.,weight lifting,sport,3
Croquet,is a human activity.,croquet,sport,3
Horseshoes,is a human activity.,horseshoes,sport,3
Boating,is a human activity.,boating,sport,3
Pool,is a human activity.,pool,sport,3
Billiards,is a human activity.,billiards,sport,3
Hunting,is a human activity.,hunting,sport,3
Jump rope,is a human activity.,jump rope,sport,3
Camping,is a human activity.,camping,sport,3
Chess,is a human activity.,chess,sport,3
Dancing,is a human activity.,dancing,sport,3
Checkers,is a human activity.,checkers,sport,3
Cards,is a human activity.,cards,sport,3
Sunbathing,is a human activity.,sunbathing,sport,3
Football,is a pastime.,football,sport,4
Baseball,is a pastime.,baseball,sport,4
Basketball,is a pastime.,basketball,sport,4
Tennis,is a pastime.,tennis,sport,4
Softball,is a pastime.,softball,sport,4
Canoeing,is a pastime.,canoeing,sport,4
Handball,is a pastime.,handball,sport,4
Rugby,is a pastime.,rugby,sport,4
Hockey,is a pastime.,hockey,sport,4
Ice hockey,is a pastime.,ice hockey,sport,4
Swimming,is a pastime.,swimming,sport,4
Track,is a pastime.,track,sport,4
Boxing,is a pastime.,boxing,sport,4
Volleyball,is a pastime.,volleyball,sport,4
Lacrosse,is a pastime.,lacrosse,sport,4
Skiing,is a pastime.,skiing,sport,4
Golf,is a pastime.,golf,sport,4
Polo,is a pastime.,polo,sport,4
Surfing,is a pastime.,surfing,sport,4
Wrestling,is a pastime.,wrestling,sport,4
Gymnastics,is a pastime.,gymnastics,sport,4
Cricket,is a pastime.,cricket,sport,4
Squash,is a pastime.,squash,sport,4
Badminton,is a pastime.,badminton,sport,4
Racing,is a pastime.,racing,sport,4
Pole vault,is a pastime.,pole vault,sport,4
Fencing,is a pastime.,fencing,sport,4
Bowling,is a pastime.,bowling,sport,4
Water skiing,is a pastime.,water skiing,sport,4
Ice skating,is a pastime.,ice skating,sport,4
Jai alai,is a pastime.,jai alai,sport,4
Skating,is a pastime.,skating,sport,4
Skindiving,is a pastime.,skindiving,sport,4
Sailing,is a pastime.,sailing,sport,4
Diving,is a pastime.,diving,sport,4
Archery,is a pastime.,archery,sport,4
Judo,is a pastime.,judo,sport,4
Car racing,is a pastime.,car racing,sport,4
Ping pong,is a pastime.,ping pong,sport,4
Rowing,is a pastime.,rowing,sport,4
Fishing,is a pastime.,fishing,sport,4
Horseback riding,is a pastime.,horseback riding,sport,4
Running,is a pastime.,running,sport,4
Horse racing,is a pastime.,horse racing,sport,4
Hiking,is a pastime.,hiking,sport,4
Weight lifting,is a pastime.,weight lifting,sport,4
Croquet,is a pastime.,croquet,sport,4
Horseshoes,is a pastime.,horseshoes,sport,4
Boating,is a pastime.,boating,sport,4
Pool,is a pastime.,pool,sport,4
Billiards,is a pastime.,billiards,sport,4
Hunting,is a pastime.,hunting,sport,4
Jump rope,is a pastime.,jump rope,sport,4
Camping,is a pastime.,camping,sport,4
Chess,is a pastime.,chess,sport,4
Dancing,is a pastime.,dancing,sport,4
Checkers,is a pastime.,checkers,sport,4
Cards,is a pastime.,cards,sport,4
Sunbathing,is a pastime.,sunbathing,sport,4
Football,is a recreation.,football,sport,5
Baseball,is a recreation.,baseball,sport,5
Basketball,is a recreation.,basketball,sport,5
Tennis,is a recreation.,tennis,sport,5
Softball,is a recreation.,softball,sport,5
Canoeing,is a recreation.,canoeing,sport,5
Handball,is a recreation.,handball,sport,5
Rugby,is a recreation.,rugby,sport,5
Hockey,is a recreation.,hockey,sport,5
Ice hockey,is a recreation.,ice hockey,sport,5
Swimming,is a recreation.,swimming,sport,5
Track,is a recreation.,track,sport,5
Boxing,is a recreation.,boxing,sport,5
Volleyball,is a recreation.,volleyball,sport,5
Lacrosse,is a recreation.,lacrosse,sport,5
Skiing,is a recreation.,skiing,sport,5
Golf,is a recreation.,golf,sport,5
Polo,is a recreation.,polo,sport,5
Surfing,is a recreation.,surfing,sport,5
Wrestling,is a recreation.,wrestling,sport,5
Gymnastics,is a recreation.,gymnastics,sport,5
Cricket,is a recreation.,cricket,sport,5
Squash,is a recreation.,squash,sport,5
Badminton,is a recreation.,badminton,sport,5
Racing,is a recreation.,racing,sport,5
Pole vault,is a recreation.,pole vault,sport,5
Fencing,is a recreation.,fencing,sport,5
Bowling,is a recreation.,bowling,sport,5
Water skiing,is a recreation.,water skiing,sport,5
Ice skating,is a recreation.,ice skating,sport,5
Jai alai,is a recreation.,jai alai,sport,5
Skating,is a recreation.,skating,sport,5
Skindiving,is a recreation.,skindiving,sport,5
Sailing,is a recreation.,sailing,sport,5
Diving,is a recreation.,diving,sport,5
Archery,is a recreation.,archery,sport,5
Judo,is a recreation.,judo,sport,5
Car racing,is a recreation.,car racing,sport,5
Ping pong,is a recreation.,ping pong,sport,5
Rowing,is a recreation.,rowing,sport,5
Fishing,is a recreation.,fishing,sport,5
Horseback riding,is a recreation.,horseback riding,sport,5
Running,is a recreation.,running,sport,5
Horse racing,is a recreation.,horse racing,sport,5
Hiking,is a recreation.,hiking,sport,5
Weight lifting,is a recreation.,weight lifting,sport,5
Croquet,is a recreation.,croquet,sport,5
Horseshoes,is a recreation.,horseshoes,sport,5
Boating,is a recreation.,boating,sport,5
Pool,is a recreation.,pool,sport,5
Billiards,is a recreation.,billiards,sport,5
Hunting,is a recreation.,hunting,sport,5
Jump rope,is a recreation.,jump rope,sport,5
Camping,is a recreation.,camping,sport,5
Chess,is a recreation.,chess,sport,5
Dancing,is a recreation.,dancing,sport,5
Checkers,is a recreation.,checkers,sport,5
Cards,is a recreation.,cards,sport,5
Sunbathing,is a recreation.,sunbathing,sport,5
Football,is done for leisure.,football,sport,6
Baseball,is done for leisure.,baseball,sport,6
Basketball,is done for leisure.,basketball,sport,6
Tennis,is done for leisure.,tennis,sport,6
Softball,is done for leisure.,softball,sport,6
Canoeing,is done for leisure.,canoeing,sport,6
Handball,is done for leisure.,handball,sport,6
Rugby,is done for leisure.,rugby,sport,6
Hockey,is done for leisure.,hockey,sport,6
Ice hockey,is done for leisure.,ice hockey,sport,6
Swimming,is done for leisure.,swimming,sport,6
Track,is done for leisure.,track,sport,6
Boxing,is done for leisure.,boxing,sport,6
Volleyball,is done for leisure.,volleyball,sport,6
Lacrosse,is done for leisure.,lacrosse,sport,6
Skiing,is done for leisure.,skiing,sport,6
Golf,is done for leisure.,golf,sport,6
Polo,is done for leisure.,polo,sport,6
Surfing,is done for leisure.,surfing,sport,6
Wrestling,is done for leisure.,wrestling,sport,6
Gymnastics,is done for leisure.,gymnastics,sport,6
Cricket,is done for leisure.,cricket,sport,6
Squash,is done for leisure.,squash,sport,6
Badminton,is done for leisure.,badminton,sport,6
Racing,is done for leisure.,racing,sport,6
Pole vault,is done for leisure.,pole vault,sport,6
Fencing,is done for leisure.,fencing,sport,6
Bowling,is done for leisure.,bowling,sport,6
Water skiing,is done for leisure.,water skiing,sport,6
Ice skating,is done for leisure.,ice skating,sport,6
Jai alai,is done for leisure.,jai alai,sport,6
Skating,is done for leisure.,skating,sport,6
Skindiving,is done for leisure.,skindiving,sport,6
Sailing,is done for leisure.,sailing,sport,6
Diving,is done for leisure.,diving,sport,6
Archery,is done for leisure.,archery,sport,6
Judo,is done for leisure.,judo,sport,6
Car racing,is done for leisure.,car racing,sport,6
Ping pong,is done for leisure.,ping pong,sport,6
Rowing,is done for leisure.,rowing,sport,6
Fishing,is done for leisure.,fishing,sport,6
Horseback riding,is done for leisure.,horseback riding,sport,6
Running,is done for leisure.,running,sport,6
Horse racing,is done for leisure.,horse racing,sport,6
Hiking,is done for leisure.,hiking,sport,6
Weight lifting,is done for leisure.,weight lifting,sport,6
Croquet,is done for leisure.,croquet,sport,6
Horseshoes,is done for leisure.,horseshoes,sport,6
Boating,is done for leisure.,boating,sport,6
Pool,is done for leisure.,pool,sport,6
Billiards,is done for leisure.,billiards,sport,6
Hunting,is done for leisure.,hunting,sport,6
Jump rope,is done for leisure.,jump rope,sport,6
Camping,is done for leisure.,camping,sport,6
Chess,is done for leisure.,chess,sport,6
Dancing,is done for leisure.,dancing,sport,6
Checkers,is done for leisure.,checkers,sport,6
Cards,is done for leisure.,cards,sport,6
Sunbathing,is done for leisure.,sunbathing,sport,6
Football,is competitive.,football,sport,7
Baseball,is competitive.,baseball,sport,7
Basketball,is competitive.,basketball,sport,7
Tennis,is competitive.,tennis,sport,7
Softball,is competitive.,softball,sport,7
Canoeing,is competitive.,canoeing,sport,7
Handball,is competitive.,handball,sport,7
Rugby,is competitive.,rugby,sport,7
Hockey,is competitive.,hockey,sport,7
Ice hockey,is competitive.,ice hockey,sport,7
Swimming,is competitive.,swimming,sport,7
Track,is competitive.,track,sport,7
Boxing,is competitive.,boxing,sport,7
Volleyball,is competitive.,volleyball,sport,7
Lacrosse,is competitive.,lacrosse,sport,7
Skiing,is competitive.,skiing,sport,7
Golf,is competitive.,golf,sport,7
Polo,is competitive.,polo,sport,7
Surfing,is competitive.,surfing,sport,7
Wrestling,is competitive.,wrestling,sport,7
Gymnastics,is competitive.,gymnastics,sport,7
Cricket,is competitive.,cricket,sport,7
Squash,is competitive.,squash,sport,7
Badminton,is competitive.,badminton,sport,7
Racing,is competitive.,racing,sport,7
Pole vault,is competitive.,pole vault,sport,7
Fencing,is competitive.,fencing,sport,7
Bowling,is competitive.,bowling,sport,7
Water skiing,is competitive.,water skiing,sport,7
Ice skating,is competitive.,ice skating,sport,7
Jai alai,is competitive.,jai alai,sport,7
Skating,is competitive.,skating,sport,7
Skindiving,is competitive.,skindiving,sport,7
Sailing,is competitive.,sailing,sport,7
Diving,is competitive.,diving,sport,7
Archery,is competitive.,archery,sport,7
Judo,is competitive.,judo,sport,7
Car racing,is competitive.,car racing,sport,7
Ping pong,is competitive.,ping pong,sport,7
Rowing,is competitive.,rowing,sport,7
Fishing,is competitive.,fishing,sport,7
Horseback riding,is competitive.,horseback riding,sport,7
Running,is competitive.,running,sport,7
Horse racing,is competitive.,horse racing,sport,7
Hiking,is competitive.,hiking,sport,7
Weight lifting,is competitive.,weight lifting,sport,7
Croquet,is competitive.,croquet,sport,7
Horseshoes,is competitive.,horseshoes,sport,7
